Isim,Soyisim,Yetenekler,Egitim,Deneyim,Email,Telefon,LinkedIn,Github,DogumTarihi,Adres
Ferzi,Gül,"Next.js, Azure, Linux, Docker, Django",Vestel Üniversitesi - Matador (2018-2024),Hançer Türk Ltd. - Celep (2021-2024),busrakaradeniz@hotmail.com,+90 (999) 6202413,https://linkedin.com/in/ferzigül,https://github.com/ferzigül,1986-07-18,"817 Duracan Forges Suite 746, Duranshire, OR 82799"
Süzer,Manço,"HTML, Next.js, Azure, Flutter",İnönü Arslan Ltd. Üniversitesi - Yarbay (2015-2025),Limak İnşaat - Psikolog (2020-2023),ninonu@gmail.com,0276 344 39 75,https://linkedin.com/in/süzermanço,https://github.com/süzermanço,1989-09-15,"376 Çamurcuoğlu Forges, North Salurbay, NM 70201"
Dilara,Yorulmaz,"ASP.NET, React, Python, Azure",Ergül A.Ş. Üniversitesi - Orgeneral (2019-2023),Ergül Akdeniz Şti. - Motorcu (2023-2024),bilirkaratas@inonu.net,+90 (899) 3699897,https://linkedin.com/in/dilarayorulmaz,https://github.com/dilarayorulmaz,1994-11-18,"540 Akça Estates Apt. 230, Lake Seçmebury, MD 95413"
Örik,Çorlu,"Python, Azure, Flask, Docker",Öcalan Çamurcuoğlu Ltd. Üniversitesi - Manikürcü (2018-2025),Akgündüz Arslan A.Ş. - Sınırlı baş makinist (2022-2025),bagdasakcay@demir.net,0038-346 2514,https://linkedin.com/in/örikçorlu,https://github.com/örikçorlu,2002-11-03,"Unit 5758 Box 6142, DPO AE 41605"
Yazganalp,Fırat,"CSS, HTML, SQL, ASP.NET, Kubernetes, Flutter",Şişecam Üniversitesi - Yatırım uzmanı (2015-2023),Roketsan - Kütüphaneci (2023-2023),kuddusiulker@hotmail.com,0847 480 42 44,https://linkedin.com/in/yazganalpfırat,https://github.com/yazganalpfırat,1996-10-09,"61151 Kandef Union Apt. 315, South Barışcanview, MO 55880"
Tecimer,Aslan,"React, SQL, Docker, Linux, ASP.NET, SQL",İhsanoğlu A.Ş. Üniversitesi - Video editörü (2017-2025),A101 Yeni Mağzacılık - Mevsimlik işçi (2021-2025),qsener@arslan.com,0036 149 01 90,https://linkedin.com/in/tecimeraslan,https://github.com/tecimeraslan,1988-05-20,"2674 Sayin Locks Apt. 158, South Egenur, CO 27157"
Erbil,Tarhan,"Azure, Linux, Kubernetes, CSS",Demir A.Ş. Üniversitesi - Polis şefi (2016-2024),Korutürk Ltd. - Yüzücü (2022-2024),atalay28@akcay.biz,+90 (877) 1771083,https://linkedin.com/in/erbiltarhan,https://github.com/erbiltarhan,2001-08-22,"17731 Öcalan Isle Apt. 759, Port Şerefmouth, MT 07573"
Eroğul,Yaman,"Docker, Next.js, Node.js, Linux, Java, Kubernetes",Çamurcuoğlu Dumanlı A.Ş. Üniversitesi - Öğretmen (2018-2025),Seven Durmuş Ltd. - Bozacı (2021-2024),sayin53@hotmail.com,563 7 697,https://linkedin.com/in/eroğulyaman,https://github.com/eroğulyaman,1986-09-12,"826 Yorulmaz Springs, Port Şemsinisaborough, AK 80175"
Şabettin,Demirel,"React, Node.js, C#",Mansız Ltd. Üniversitesi - Bilgisayar programcısı (2019-2024),Peak Games - Göz doktoru (2021-2023),denizalp09@peak.org,+90(698)284-2960x487,https://linkedin.com/in/şabettindemirel,https://github.com/şabettindemirel,1999-07-11,"596 Gül Shore, East Salimetport, CT 32100"
Tanyu,Bilge,"Flask, HTML, Python",Opet Üniversitesi - Yelkenci (2019-2023),Çetin A.Ş. - Fabrika işçisi (2021-2024),melulyilmaz@sensoy.biz,+90(808)466-9042x1430,https://linkedin.com/in/tanyubilge,https://github.com/tanyubilge,1995-03-26,"06338 Ferahdiba Ramp, Nurbanuport, RI 78640"
Merim,Ertaş,"CSS, Docker, Java, Kubernetes, MongoDB",Korutürk Ltd. Üniversitesi - Ön muhasebe sorumlusu (2015-2023),Akdeniz Şti. - Tercüman (2018-2024),qakgunduz@mansiz.com,+90(874)933-3408x545,https://linkedin.com/in/merimertaş,https://github.com/merimertaş,1984-12-09,"611 Öztürk Roads Apt. 051, New Gülaystad, MN 52852"
Çağlar,Zorlu,"ASP.NET, Next.js, Linux, Docker, Flask, Kubernetes",Akçay Arslan A.Ş. Üniversitesi - Sistem yöneticisi (2017-2023),Ertaş Seven Ltd. - Bütçe uzmanı (2019-2025),ucgul18@ergul.com,(106)947 0163,https://linkedin.com/in/çağlarzorlu,https://github.com/çağlarzorlu,2004-04-14,"5478 Nades Lock, Gelengülview, MD 98346"
Burç,Tarhan,"Kubernetes, CSS, Flask",Yıldırım A.Ş. Üniversitesi - Su tesisatçısı (2022-2025),Demirel Akdeniz A.Ş. - Teğmen (2022-2023),tbilgin@hotmail.com,(217)402 4418,https://linkedin.com/in/burçtarhan,https://github.com/burçtarhan,1986-01-10,"8367 Bilge Loop Apt. 511, Buharistad, IL 04907"
Toköz,Zengin,"Node.js, Git, Next.js, Python",Toyota Otomotiv Üniversitesi - Kâtip (2016-2024),Toyota Otomotiv - Bakan (2021-2025),jakcay@gmail.com,875 1 432,https://linkedin.com/in/toközzengin,https://github.com/toközzengin,1987-07-16,"40325 İnsaf Island Suite 009, South Tanyuchester, MI 24629"
Rüknettin,Demirel,"CSS, Node.js, Docker",Türk Ülker Şti. Üniversitesi - Estetisyen (2020-2023),Arsoy Şti. - Model (2021-2025),seyfullahtevetoglu@sisecam.info,0193-053 4712,https://linkedin.com/in/rüknettindemirel,https://github.com/rüknettindemirel,1991-10-02,"998 Armahan Circle Suite 548, West Tunguçfort, NY 44129"
Tecimer,Çamurcuoğlu,"SQL, ASP.NET, Node.js",Şensoy Sezgin A.Ş. Üniversitesi - Hamal (2020-2024),Şensoy Ltd. - Video editörü (2020-2023),hancerpehlil@bim.com,0717-759 3083,https://linkedin.com/in/tecimerçamurcuoğlu,https://github.com/tecimerçamurcuoğlu,1985-04-19,"10817 Yahşikan Springs, Güldünyaburgh, NV 30534"
Yazgül,Eraslan,"MongoDB, ASP.NET, Python, Next.js, ASP.NET",EnerjiSA Üniversitesi - Hukukçu (2016-2023),Bilir Güçlü Şti. - Nalbur (2019-2025),karsoy@yilmaz.biz,01994591878,https://linkedin.com/in/yazgüleraslan,https://github.com/yazgüleraslan,1988-01-11,"USS Ülker, FPO AE 24027"
Adlan,Eraslan,"CSS, Linux, Flask",Vestel Üniversitesi - Bakırcı (2020-2023),Aslan A.Ş. - Veri hazırlama ve kontrol işletmeni (2019-2025),akver20@gmail.com,+90(798)901-4431x9348,https://linkedin.com/in/adlaneraslan,https://github.com/adlaneraslan,2003-11-28,"25308 Aslan Trail, Keteton, MD 83203"
Esna,Şama,"Python, Git, Linux, HTML",Mansız A.Ş. Üniversitesi - Mühendis (2020-2025),Ertaş Ltd. - Hattat (2023-2023),zahferihsanoglu@bim.com,(957)927 0483,https://linkedin.com/in/esnaşama,https://github.com/esnaşama,1993-03-07,"69217 Permun Hills, East Kadınana, MD 11198"
Arziye,Gül,"React, Kubernetes, ASP.NET, React, Java, Next.js",Karadeniz Şti. Üniversitesi - Kurye (2018-2023),Mansız A.Ş. - Yayıncı (2022-2025),wdumanli@soylu.com,+90 (834) 8958345,https://linkedin.com/in/arziyegül,https://github.com/arziyegül,2003-07-14,"36210 Durmuş Lights Suite 514, Port Esmanperi, OH 48924"
Avşin,Şensoy,"Kubernetes, Python, Next.js, MongoDB, Linux, Python",Kısakürek Yüksel A.Ş. Üniversitesi - Belediye meclisi üyesi (2022-2023),Şişecam - Elektrikçi (2021-2025),aclanyaman@ertas.org,(146)524 6004,https://linkedin.com/in/avşinşensoy,https://github.com/avşinşensoy,1993-01-15,"54683 Tanyu Trail, East Buyrukhan, IN 57571"
Boğatimur,Şensoy,"Next.js, Flask, Docker",Vestel Üniversitesi - Nakliyeci (2022-2023),Ergül A.Ş. - Hamurkâr (2023-2023),maside09@yahoo.com,05406164246,https://linkedin.com/in/boğatimurşensoy,https://github.com/boğatimurşensoy,1988-05-17,"963 Geray Wall Apt. 965, New Akayville, SC 66822"
Zöhrehan,Duran,"Java, Java, HTML, Kubernetes",Arçelik Üniversitesi - Besteci (2017-2023),Toyota Otomotiv - Uçuş teknisyeni (2018-2025),doguhan11@masomo.net,0070-295 1395,https://linkedin.com/in/zöhrehanduran,https://github.com/zöhrehanduran,1989-09-25,"4644 Nurbanu Court Apt. 083, North Servinazborough, LA 81032"
Uluman,Korutürk,"Python, C#, Git",Korutürk Soylu A.Ş. Üniversitesi - Oyun yazarı (2020-2024),Şişecam - Editör (2020-2023),vakdeniz@hotmail.com,+90 (078) 8736303,https://linkedin.com/in/ulumankorutürk,https://github.com/ulumankorutürk,2005-03-06,"6181 Altınbike Overpass Suite 256, Lake Melikkanshire, AR 17825"
Aktemür,Akgündüz,"Flutter, React, Kubernetes, Kubernetes",Tarhan Akça Şti. Üniversitesi - Elektronik mühendisi (2015-2025),Aslan Ergül A.Ş. - Mobilyacı (2021-2023),sakaryaelgin@cetin.org,+90(201)4827131,https://linkedin.com/in/aktemürakgündüz,https://github.com/aktemürakgündüz,1994-11-19,"178 Aksu Fall Apt. 926, West Havsestad, AL 44808"
Seha,Demir,"Flask, Git, Python, Linux, React",Çorlu Şti. Üniversitesi - Başçavuş (2015-2025),Soylu Güçlü A.Ş. - Stenograf (2022-2024),hoskadembilgin@akca.com,0377-419 5554,https://linkedin.com/in/sehademir,https://github.com/sehademir,1997-05-25,"741 İldeş Flat, East Elöveburgh, OH 01164"
Rumeysa,İnönü,"Next.js, HTML, Flutter, Java, Kubernetes",Zengin Gül A.Ş. Üniversitesi - Jeoloji mühendisi (2016-2023),Turkcell - Başrahip (2020-2024),kayitakcay@yahoo.com,+90(319)733-7010x241,https://linkedin.com/in/rumeysai̇nönü,https://github.com/rumeysai̇nönü,1985-08-18,"PSC 6672, Box 6074, APO AE 63342"
Mesude,Gülen,"Docker, Flutter, C#, HTML, Linux",Arslan Durmuş Ltd. Üniversitesi - Berber (2019-2023),Manço Duran Ltd. - Hukukçu (2022-2024),aycagul19@gmail.com,187 7 204,https://linkedin.com/in/mesudegülen,https://github.com/mesudegülen,1988-09-26,"212 Pembesin Dale Apt. 621, Alemdarfurt, KY 27961"
Tümkurt,Öcalan,"Docker, SQL, Kubernetes, React",Gülen A.Ş. Üniversitesi - Lostromo (2022-2024),Akça Hayrioğlu A.Ş. - Krupiye (2021-2023),kaslan@gmail.com,(598)678 9579,https://linkedin.com/in/tümkurtöcalan,https://github.com/tümkurtöcalan,1989-10-20,"1078 Öcalan Neck, Öcalanhaven, TN 32295"
Kayıt,Türk,"Node.js, JavaScript, Git",Türk Telekom Üniversitesi - Proktolog (2020-2023),Akçay Şti. - Tuzcu (2018-2023),zhayrioglu@aselsan.net,+90(935)657-5269x141,https://linkedin.com/in/kayıttürk,https://github.com/kayıttürk,1998-07-03,"71829 Manço Bridge, Sökmenfurt, TN 96671"
Salurbay,Ergül,"Flask, Node.js, Git, Java, Git, Linux",Masomo Üniversitesi - Daktilograf (2016-2024),Anadolu Efes - Simitçi (2020-2023),tarhansejda@sezer.com,0643-069 1170,https://linkedin.com/in/salurbayergül,https://github.com/salurbayergül,1990-09-22,"646 Tasvir Lakes, Şafakville, NE 64426"
Nuyan,Çetin,"Java, Linux, Linux",Eraslan A.Ş. Üniversitesi - Ürolog (2018-2024),Dumanlı Ltd. - Aktris (2020-2025),ryorulmaz@sok.org,(869)800 9632,https://linkedin.com/in/nuyançetin,https://github.com/nuyançetin,2004-03-21,"USS Bilir, FPO AP 60203"
Nuyan,Bilgin,"Node.js, Kubernetes, JavaScript, Django, ASP.NET, Node.js",Tarhan Yıldırım Şti. Üniversitesi - Jokey (2021-2025),Anadolu Efes - Müzisyen (2018-2023),aliihsan23@firat.com,+90 (458) 1170275,https://linkedin.com/in/nuyanbilgin,https://github.com/nuyanbilgin,1991-01-02,"213 Kiyasi Orchard Suite 989, North Seyithanborough, IL 82414"
Seha,Ergül,"Linux, SQL, HTML",LC Waikiki Üniversitesi - Keskin Nişancı (2022-2023),Türk Alemdar A.Ş. - Çırak (2020-2023),ocalanaytek@yahoo.com,+90(813)2296962,https://linkedin.com/in/sehaergül,https://github.com/sehaergül,1994-07-20,"713 Seçgül Station Apt. 994, Şenerstad, IN 57052"
Goncafer,Yaman,"SQL, Next.js, Docker",Akça Şti. Üniversitesi - Motor tamircisi (2017-2024),Türk Hava Yolları - Topçu (2021-2025),caglararslan@yahoo.com,+90(010)202-6847x456,https://linkedin.com/in/goncaferyaman,https://github.com/goncaferyaman,1990-07-29,"26898 Haluk Club Apt. 741, West Burcuhan, NJ 16518"
Tansığ,Bilir,"Git, Flask, Git, Linux",EnerjiSA Üniversitesi - Aşçı (2017-2023),Zorlu Şener A.Ş. - Saz şairi (2021-2024),refik18@hotmail.com,(311)893 0628,https://linkedin.com/in/tansığbilir,https://github.com/tansığbilir,1997-02-12,"3483 Aksu Court, Lake İlklimaton, KY 83440"
Dilara,Demir,"Azure, JavaScript, CSS, C#, Python, Next.js",Duran Yıldırım A.Ş. Üniversitesi - Şapkacı (2015-2024),Demirel Şti. - Mimar (2019-2023),vedat77@hotmail.com,+90(020)1301042,https://linkedin.com/in/dilarademir,https://github.com/dilarademir,1997-03-13,"006 Savak Flats, East Yücelen, ME 24270"
Aypar,Kısakürek,"Next.js, Next.js, Django",Aksu Akça Ltd. Üniversitesi - Hemşire (2020-2023),Mansız Şensoy A.Ş. - Damıtıcı (2023-2025),bican61@yahoo.com,+90 (351) 2296458,https://linkedin.com/in/ayparkısakürek,https://github.com/ayparkısakürek,2002-08-18,"343 Durdu Place Apt. 268, Açılaystad, VT 43600"
Cihan,Karadeniz,"React, Azure, C#, JavaScript, React, JavaScript",Ergül Şti. Üniversitesi - Desinatör (2021-2023),Hayrioğlu Hançer Ltd. - Terzi (2023-2025),sokmen17@lc.info,+90(340)763-8002x6762,https://linkedin.com/in/cihankaradeniz,https://github.com/cihankaradeniz,2003-06-19,"36092 Evde Causeway Apt. 019, South Yaminshire, MA 50237"
Serfinaz,Gül,"Flask, Java, JavaScript, Java, SQL, Flask",Karadeniz A.Ş. Üniversitesi - Bilgi İşlemci (2021-2024),Fırat Durmuş Şti. - Arıcı (2022-2023),alabezek30@havelsan.info,+90 (958) 0889219,https://linkedin.com/in/serfinazgül,https://github.com/serfinazgül,1991-09-21,"822 Alemdar Cove, Lake Korayshire, LA 31830"
Muvahhide,Aslan,"Kubernetes, React, React, Java",İnönü Şama A.Ş. Üniversitesi - Şifre çözümleyici (2017-2025),Korutürk Fırat Ltd. - Uzman Çavuş (2021-2024),muhip47@gmail.com,+90(223)331-8097x0391,https://linkedin.com/in/muvahhideaslan,https://github.com/muvahhideaslan,1995-03-24,"69390 Fırat Valley Suite 932, North Hürmetchester, MS 79871"
Vildane,Demirel,"Python, Flask, Azure, Docker, MongoDB, Kubernetes",A101 Yeni Mağzacılık Üniversitesi - Konserveci (2016-2025),Zorlu Ertaş Şti. - Turşucu (2022-2023),iris80@petkim.com,0735 733 16 22,https://linkedin.com/in/vildanedemirel,https://github.com/vildanedemirel,1989-01-08,"3322 Yurttaş Lakes Apt. 893, South Nuretdin, TN 43816"
Ulakbey,Bilge,"Java, JavaScript, CSS",Sezgin Tarhan Ltd. Üniversitesi - Tombalacı (2018-2024),Akgündüz A.Ş. - Oymacı (2019-2024),vkoruturk@yahoo.com,(031)676 7651,https://linkedin.com/in/ulakbeybilge,https://github.com/ulakbeybilge,1998-06-08,"18000 Tevetoğlu Ranch Suite 941, Yorulmazton, MN 28274"
İzel,Akgündüz,"React, React, Docker, Python, C#",Aslan Aslan Şti. Üniversitesi - Hayvan bakıcısı (2017-2024),Anadolu Efes - Acentacı (2019-2024),mulker@migros.com,0279 120 08 60,https://linkedin.com/in/i̇zelakgündüz,https://github.com/i̇zelakgündüz,1989-12-20,"96827 Karadeniz Knolls Suite 912, Port Tecimer, LA 15388"
Gönen,Gül,"Node.js, CSS, Kubernetes",Korutürk Ltd. Üniversitesi - Oto yedek parçacı (2021-2023),Şensoy A.Ş. - Ahşap tekne yapımcısı (2019-2023),mansizurfettin@yahoo.com,+90(533)6441900,https://linkedin.com/in/gönengül,https://github.com/gönengül,1989-12-13,"14535 Durdu Islands Apt. 145, North Adlanchester, OH 53741"
Zoral,Eraslan,"Linux, Git, HTML",Sakarya Eraslan Ltd. Üniversitesi - Vergi denetmeni (2015-2024),A101 Yeni Mağzacılık - Şimşirci (2019-2023),atiyye75@hotmail.com,+90 (018) 0376057,https://linkedin.com/in/zoraleraslan,https://github.com/zoraleraslan,2002-10-09,"501 Nakip Plains Suite 354, Ertaşmouth, TX 90731"
Toğan,Manço,"Next.js, MongoDB, Django",Demir Ltd. Üniversitesi - Meyhaneci (2022-2025),Yüksel Alemdar Şti. - Sosyolog (2021-2024),nursan56@yahoo.com,+90 (605) 0272371,https://linkedin.com/in/toğanmanço,https://github.com/toğanmanço,1990-04-05,"814 Zorlu Plains Suite 241, Port Mahsun, CO 40105"
Başok,İnönü,"Flutter, Kubernetes, HTML, MongoDB, Docker, Linux",Toyota Otomotiv Üniversitesi - Müsteşar (2020-2023),Arslan Şama Şti. - Sistem yöneticisi (2022-2023),dumanlimerim@yahoo.com,08175984611,https://linkedin.com/in/başoki̇nönü,https://github.com/başoki̇nönü,2001-06-12,"45756 Oliver Spring Apt. 761, Yorulmazborough, WI 14268"
Benek,Fırat,"CSS, Python, Node.js, JavaScript",Masomo Üniversitesi - Komiser (2017-2023),Akça Şafak A.Ş. - Kuşbilimci (2021-2024),alemdarkalgay@gmail.com,+90(291)292-3295x443,https://linkedin.com/in/benekfırat,https://github.com/benekfırat,1993-08-18,"6504 Binbaşar Garden, Mefharettown, CO 61840"
Güverçin,Türk,"Docker, Docker, Docker",Toyota Otomotiv Üniversitesi - Dizgici (2018-2023),Bilgin Şti. - Anahtarcı (2023-2025),burakhanergul@gmail.com,(697)271 7799,https://linkedin.com/in/güverçintürk,https://github.com/güverçintürk,1997-12-18,"11671 Yılmaz Spring, Port Arpağ, NV 00651"
Türkmen,Arsoy,"Java, HTML, Git, CSS, Linux",ŞOK Marketler Üniversitesi - Figüran (2022-2023),Sezer Ltd. - Yer teknisyeni (2022-2024),taylakdemir@gmail.com,0260 822 71 17,https://linkedin.com/in/türkmenarsoy,https://github.com/türkmenarsoy,2001-10-30,"5139 Savni Square Apt. 189, Şensoyshire, WI 65386"
Orçin,Şener,"CSS, Java, Azure, Node.js, MongoDB",Yıldırım A.Ş. Üniversitesi - İtfaiyeci (2015-2024),ŞOK Marketler - Binicilik (2022-2023),rbilge@yahoo.com,0686 036 55 95,https://linkedin.com/in/orçinşener,https://github.com/orçinşener,1992-05-10,"68606 Zengin Radial Apt. 821, Akçayburgh, NM 81055"
Orçin,Bilgin,"Next.js, Django, Docker, Next.js",Öcalan Şti. Üniversitesi - Fotoğrafçı (2016-2025),Hançer A.Ş. - Okul müdürü (2023-2024),tezol06@ford.com,0459 310 93 13,https://linkedin.com/in/orçinbilgin,https://github.com/orçinbilgin,1996-02-19,"27644 Şafak Oval, Güverçinfurt, OH 42259"
Hüryaşar,Zengin,"Node.js, Azure, C#, Linux, MongoDB, Node.js",Demirel Şti. Üniversitesi - Obuacı (2022-2025),Hançer Türk Ltd. - Ayakkabı tamircisi (2023-2025),yulker@lc.info,+90(274)278-9681x5169,https://linkedin.com/in/hüryaşarzengin,https://github.com/hüryaşarzengin,1990-10-06,"4516 Vildane Bypass Suite 610, West Hekmet, AZ 27749"
Selime,Akçay,"SQL, Flask, Java",Selçuk Ecza Üniversitesi - Tabakçı (2020-2025),Türk Hava Yolları - İstatistikçi (2019-2024),zdurdu@safak.com,+90(614)130-8564x7937,https://linkedin.com/in/selimeakçay,https://github.com/selimeakçay,1994-08-13,"432 Recepali Path Apt. 961, Akmaralberg, NH 42975"
Yalgın,Tarhan,"MongoDB, Java, Flask, Next.js, Kubernetes",Anadolu Efes Üniversitesi - Mübaşir (2015-2025),Petkim - Kapıcı (2019-2024),payefirat@yahoo.com,(927)772 2863,https://linkedin.com/in/yalgıntarhan,https://github.com/yalgıntarhan,1985-06-20,"83825 Çamurcuoğlu Island Suite 294, North Şahat, RI 89074"
Tutkucan,Çorlu,"React, HTML, Azure",Hançer Bilgin Ltd. Üniversitesi - Dövizci (2021-2025),Opet - Uzman Çavuş (2018-2023),aygutalpmansiz@yahoo.com,+90(076)8971028,https://linkedin.com/in/tutkucançorlu,https://github.com/tutkucançorlu,1985-03-27,"7500 Tanhan Flat, Müveddetburgh, TN 63276"
Acar,Tevetoğlu,"React, C#, Flask, C#, Flask",Sakarya A.Ş. Üniversitesi - Çoban (2017-2023),Çamurcuoğlu Şti. - Halıcı (2022-2023),durrusehvar34@gmail.com,03602905219,https://linkedin.com/in/acartevetoğlu,https://github.com/acartevetoğlu,1986-09-21,"73467 Sezer Road Apt. 471, Aykutton, KY 73053"
Yaşar,Şensoy,"Linux, C#, Flask",Demirel Manço Şti. Üniversitesi - İcra memuru (2019-2024),Opet - Polis memuru (2019-2023),esnaturk@hotmail.com,+90(989)9006481,https://linkedin.com/in/yaşarşensoy,https://github.com/yaşarşensoy,1987-05-13,"7794 Zoral Motorway, Güçlüstad, OK 25849"
Gülüs,Yaman,"Kubernetes, Kubernetes, HTML, HTML, React",Yorulmaz Tevetoğlu Şti. Üniversitesi - Anestezi teknikeri (2018-2023),Sakarya Dumanlı A.Ş. - Oduncu (2020-2025),begim36@yilmaz.com,+90(904)4950393,https://linkedin.com/in/gülüsyaman,https://github.com/gülüsyaman,1993-11-18,"66155 Hançer Springs, İslimeland, NM 79446"
Seda,Durdu,"HTML, Git, React, ASP.NET",Akça Eraslan Şti. Üniversitesi - Elektrik-Elektronik mühendisi (2015-2025),Şener Bilgin Ltd. - Şapkacı (2019-2024),yildirimovun@hotmail.com,03469647623,https://linkedin.com/in/sedadurdu,https://github.com/sedadurdu,1998-03-18,"Unit 8036 Box 3329, DPO AE 42780"
Yetişal,Alemdar,"SQL, Java, Node.js, SQL, Next.js, HTML",Ülker Şener A.Ş. Üniversitesi - Tabelacı (2021-2024),Akar Gülen Ltd. - Sunucu (2019-2025),narsoy@safak.com,+90(870)878-3238x5817,https://linkedin.com/in/yetişalalemdar,https://github.com/yetişalalemdar,2000-06-21,"141 Zennun Points Suite 846, West Gülper, ID 57048"
Gökçe,Demirel,"SQL, Kubernetes, Docker, CSS",Petkim Üniversitesi - Çevrebilimci (2020-2023),Peak Games - Böcekbilimci (2022-2023),tulinalemdar@yahoo.com,(830)415 2303,https://linkedin.com/in/gökçedemirel,https://github.com/gökçedemirel,1985-11-22,"8207 Ismık Road, Burcuhanberg, UT 17345"
Zebirce,Soylu,"Git, Flask, CSS, Kubernetes, Kubernetes, Next.js",Tüpraş Üniversitesi - Aile hekimi (2018-2025),Durdu Eraslan Şti. - Opera sanatçısı (2021-2024),demirelarpag@ergul.com,654 4 106,https://linkedin.com/in/zebircesoylu,https://github.com/zebircesoylu,2005-01-04,"962 Güldam Course Suite 226, Salkınton, NJ 14145"
Erenalp,Ergül,"Azure, ASP.NET, Docker, JavaScript, Kubernetes, Git",Ertaş Şti. Üniversitesi - İşletme mühendisi (2019-2023),Roketsan - Tabelacı (2022-2024),erdoganerdogan@gmail.com,0246-151 1569,https://linkedin.com/in/erenalpergül,https://github.com/erenalpergül,1992-06-13,"9230 Manço Pass, Sidarmouth, UT 63638"
Nefaret,İnönü,"Next.js, Kubernetes, MongoDB, Git",Karadeniz Ltd. Üniversitesi - Jeoloji mühendisi (2020-2023),Tüpraş - Galerici (2023-2024),cogaycorlu@selcuk.biz,+90(787)313-6914x399,https://linkedin.com/in/nefareti̇nönü,https://github.com/nefareti̇nönü,1987-01-20,"320 Benol Loop, Akçamouth, NM 46133"
Alpin,İhsanoğlu,"C#, Kubernetes, Flask, Git",Toyota Otomotiv Üniversitesi - Kamyoncu (2021-2025),Şişecam - Enstrüman imalatçısı (2020-2024),erkanhayrioglu@hotmail.com,+90(476)261-2422x685,https://linkedin.com/in/alpini̇hsanoğlu,https://github.com/alpini̇hsanoğlu,1986-03-25,"798 Akdeniz Mills, Sakaryaport, ID 93682"
Mümtaze,Ertaş,"SQL, Flask, Flutter, ASP.NET, Flutter, C#",Şafak İhsanoğlu Şti. Üniversitesi - Hırdavatçı (2018-2024),BİM - Debbağ (2023-2024),soylunevgin@akgunduz.com,06589090302,https://linkedin.com/in/mümtazeertaş,https://github.com/mümtazeertaş,1993-12-24,"0849 Okgüçlü Row Apt. 266, West Feyruzland, AR 82632"
İzgü,Öcalan,"React, Linux, Kubernetes, C#, JavaScript",A101 Yeni Mağzacılık Üniversitesi - Şifre çözümleyici (2019-2023),Şişecam - Papaz (2019-2023),erdogantanyolac@yahoo.com,(436)034 5937,https://linkedin.com/in/i̇zgüöcalan,https://github.com/i̇zgüöcalan,1987-08-19,"USNV Öcalan, FPO AP 98374"
Huban,Gül,"Flask, HTML, Django",Zorlu Eraslan Ltd. Üniversitesi - Sistem yöneticisi (2019-2023),Zorlu Öcalan Şti. - Polis memuru (2021-2024),kaver53@hotmail.com,+90 (986) 7705817,https://linkedin.com/in/hubangül,https://github.com/hubangül,1990-09-29,"84752 Türk Place Suite 387, Soylustad, GA 56898"
Yamin,Hayrioğlu,"Django, Flask, MongoDB",Demirel Soylu Şti. Üniversitesi - Ambarcı (2016-2024),Öcalan Dumanlı A.Ş. - Kitapçı (2018-2024),koruturkzamir@gmail.com,+90(167)3567319,https://linkedin.com/in/yaminhayrioğlu,https://github.com/yaminhayrioğlu,1990-08-17,"096 Baba Circle Apt. 433, Zenginville, FL 75553"
Verde,Zorlu,"Flutter, Flask, C#",Gülen Şafak A.Ş. Üniversitesi - Sürveyan (2020-2024),Durdu A.Ş. - Hostes (2023-2024),adurmus@akcay.com,(950)636 4633,https://linkedin.com/in/verdezorlu,https://github.com/verdezorlu,1997-01-18,"07049 Aksu Expressway, Sanurfort, VA 13710"
Kotuz,Güçlü,"Node.js, HTML, MongoDB",Şafak Hayrioğlu Şti. Üniversitesi - Yer gösterici (2015-2023),Demirel Erdoğan Ltd. - Pansiyoncu (2022-2024),umray84@hotmail.com,+90(792)146-8588x8615,https://linkedin.com/in/kotuzgüçlü,https://github.com/kotuzgüçlü,2001-11-11,"4669 Süheyda Dam, Lake Bahaddin, TN 16074"
İbrahim,Bilge,"Django, Docker, HTML, React, React",EnerjiSA Üniversitesi - Armatör (2021-2023),Limak İnşaat - İşportacı (2019-2023),dkoruturk@yorulmaz.com,+90 (625) 6066928,https://linkedin.com/in/i̇brahimbilge,https://github.com/i̇brahimbilge,2001-06-13,"852 Durdu Union Suite 180, Bilginland, NC 20129"
Suphi,Yılmaz,"CSS, SQL, Linux, Flutter",Petkim Üniversitesi - Taksici (2017-2025),Vestel - Masör (2020-2023),mcamurcuoglu@toyota.info,+90 (369) 1328711,https://linkedin.com/in/suphiyılmaz,https://github.com/suphiyılmaz,1996-12-10,"12279 Tarhan Curve Apt. 619, West Çakarside, CO 81628"
Neriban,Durmuş,"Django, Python, Flutter, CSS, Docker",Havelsan Üniversitesi - Teşrifatçı (2015-2025),Yüksel A.Ş. - Garson (2018-2025),tanyolac42@aksu.biz,0937 215 62 75,https://linkedin.com/in/neribandurmuş,https://github.com/neribandurmuş,1988-01-21,"859 Manço Islands, South Yeneralside, ND 30748"
Sevdi,Tarhan,"React, ASP.NET, MongoDB, Git, Kubernetes, Flask",Fırat Yıldırım Ltd. Üniversitesi - Doğramacı (2021-2023),Güçlü Akçay Ltd. - Balıkçı (2020-2025),necva36@yuksel.biz,+90 (847) 3426579,https://linkedin.com/in/sevditarhan,https://github.com/sevditarhan,2004-11-18,"Unit 2846 Box 8059, DPO AA 77855"
